Accession	Kingdom	Family	Genus	Species	Molecule_type	Length	Nuc_Completeness	Geo_Location	BioSample	Lat_long	Gene_Description	Host	Host_Disease
AF493150.1	Virus	Nimaviridae	Whispovirus	White spot syndrome virus	dsDNA	960	Partial				Shrimp white spot syndrome virus VP320 gene, partial cds		Potential pathogen
AY050248.1	Virus	Nimaviridae	Whispovirus	White spot syndrome virus	dsDNA	963	Partial				Shrimp white spot syndrome virus ORF1771 (orf1771) gene, complete cds		Potential pathogen
AY897233.1	Virus	Nimaviridae	Whispovirus	White spot syndrome virus	dsDNA	966	Partial	China			Shrimp white spot syndrome virus non-specific nuclease mRNA, partial cds		Potential pathogen
AY713374.1	Virus	Nimaviridae	Whispovirus	White spot syndrome virus	dsDNA	984	Partial				Shrimp white spot syndrome virus isolate mexican RR2 protein gene, partial cds		Potential pathogen
EF468499.1	Virus	Nimaviridae	Whispovirus	White spot syndrome virus	dsDNA	986	Partial	India			Shrimp white spot syndrome virus strain IN-07-I unknown genes		Potential pathogen
EF093794.1	Virus	Nimaviridae	Whispovirus	White spot syndrome virus	dsDNA	999	Partial				Shrimp white spot syndrome virus strain WSSV.VN06 truncated VP15 gene, partial cds		Potential pathogen
AF493148.1	Virus	Nimaviridae	Whispovirus	White spot syndrome virus	dsDNA	1011	Partial				Shrimp white spot syndrome virus VP337 gene, partial cds		Potential pathogen
AF402995.1	Virus	Nimaviridae	Whispovirus	White spot syndrome virus	dsDNA	1019	Partial				White spot syndrome virus ORF4427 gene, partial cds		Potential pathogen
AF228518.1	Virus	Nimaviridae	Whispovirus	White spot syndrome virus	dsDNA	1070	Partial				White spot syndrome virus VP24 gene, complete cds		Potential pathogen
AF403004.1	Virus	Nimaviridae	Whispovirus	White spot syndrome virus	dsDNA	1071	Partial				White spot syndrome virus ORF460 gene, partial cds		Potential pathogen
AF493149.1	Virus	Nimaviridae	Whispovirus	White spot syndrome virus	dsDNA	1086	Partial				Shrimp white spot syndrome virus VP362 gene, partial cds		Potential pathogen
AY864668.1	Virus	Nimaviridae	Whispovirus	White spot syndrome virus	dsDNA	1105	Partial	Thailand			Shrimp white spot syndrome virus isolate TH-96-II Orf75 gene, partial cds		Potential pathogen
AF173993.1	Virus	Nimaviridae	Whispovirus	White spot syndrome virus	dsDNA	1120	Partial				White spot syndrome virus 28 kDa structural protein VP28 (VP28) gene, complete cds		Potential pathogen
AF411635.1	Virus	Nimaviridae	Whispovirus	White spot syndrome virus	dsDNA	1152	Partial				White spot syndrome virus ORF1056 gene, partial sequence		Potential pathogen
AF493147.1	Virus	Nimaviridae	Whispovirus	White spot syndrome virus	dsDNA	1161	Partial				Shrimp white spot syndrome virus VP387 gene, partial cds		Potential pathogen
AJ551446.1	Virus	Nimaviridae	Whispovirus	White spot syndrome virus	dsDNA	1191	Partial				White spot syndrome baculovirus vp26 gene for vp26 structural protein		Potential pathogen
AF144620.1	Virus	Nimaviridae	Whispovirus	White spot syndrome virus	dsDNA	1242	Partial				White spot syndrome virus ribonucleotide reductase small subunit gene, complete cds		Potential pathogen
AF272979.1	Virus	Nimaviridae	Whispovirus	White spot syndrome virus	dsDNA	1250	Partial				Shrimp white spot syndrome virus 25kDa structural protein VP25 gene, complete cds		Potential pathogen
AY048543.1	Virus	Nimaviridae	Whispovirus	White spot syndrome virus	dsDNA	1344	Partial				White spot syndrome virus ORF2359 (ORF2359) gene, partial cds		Potential pathogen
AF227911.1	Virus	Nimaviridae	Whispovirus	White spot syndrome virus	dsDNA	1373	Partial				White spot syndrome virus structural protein mRNA, complete cds		Potential pathogen
AF395545.1	Virus	Nimaviridae	Whispovirus	White spot syndrome virus	dsDNA	1401	Partial				Shrimp white spot syndrome virus ORF110 gene, complete cds		Potential pathogen
EF564812.1	Virus	Nimaviridae	Whispovirus	White spot syndrome virus	dsDNA	1401	Partial	India			Shrimp white spot syndrome virus VP466 gene, complete cds		Potential pathogen
KF225734.1	Virus	Nimaviridae	Whispovirus	White spot syndrome virus	dsDNA	1405	Partial	USA			White spot syndrome virus from USA hypothetical protein gene, complete cds		Potential pathogen
AF295123.1	Virus	Nimaviridae	Whispovirus	White spot syndrome virus	dsDNA	1416	Partial				White spot syndrome virus genomic sequence		Potential pathogen
AF272980.1	Virus	Nimaviridae	Whispovirus	White spot syndrome virus	dsDNA	1450	Partial				Shrimp white spot syndrome virus 22kDa structural protein VP22 gene, complete cds		Potential pathogen
AY048542.1	Virus	Nimaviridae	Whispovirus	White spot syndrome virus	dsDNA	1452	Partial				White spot syndrome virus ORF4010 (ORF4010) gene, partial cds		Potential pathogen
AY044842.1	Virus	Nimaviridae	Whispovirus	White spot syndrome virus	dsDNA	1491	Partial				White spot syndrome virus ORF1864 (orf1864) gene, partial cds		Potential pathogen
AF493146.1	Virus	Nimaviridae	Whispovirus	White spot syndrome virus	dsDNA	1521	Partial				Shrimp white spot syndrome virus VP507 gene, partial cds		Potential pathogen
AY048541.1	Virus	Nimaviridae	Whispovirus	White spot syndrome virus	dsDNA	1533	Partial				White spot syndrome virus ORF4162 (ORF4162) gene, partial cds		Potential pathogen
AF493145.1	Virus	Nimaviridae	Whispovirus	White spot syndrome virus	dsDNA	1632	Partial				Shrimp white spot syndrome virus VP544 gene, partial cds		Potential pathogen
AF267731.1	Virus	Nimaviridae	Whispovirus	White spot syndrome virus	dsDNA	1819	Partial	Taiwan			White spot syndrome virus ribonucleotide reductase small subunit (RR2) gene, complete cds		Potential pathogen
AY048544.1	Virus	Nimaviridae	Whispovirus	White spot syndrome virus	dsDNA	1845	Partial				White spot syndrome virus ORF3548 (ORF3548) gene, partial cds		Potential pathogen
AY048546.1	Virus	Nimaviridae	Whispovirus	White spot syndrome virus	dsDNA	1869	Partial				White spot syndrome virus ORF2735 (ORF2735) gene, partial cds		Potential pathogen
AF394232.1	Virus	Nimaviridae	Whispovirus	White spot syndrome virus	dsDNA	1905	Partial				Shrimp white spot syndrome virus NP1 (np1) gene, complete cds		Potential pathogen
AY048545.1	Virus	Nimaviridae	Whispovirus	White spot syndrome virus	dsDNA	2022	Partial				White spot syndrome virus ORF853 (ORF853) gene, partial cds		Potential pathogen
AF343569.1	Virus	Nimaviridae	Whispovirus	White spot syndrome virus	dsDNA	2252	Partial				Shrimp white spot syndrome virus unknown gene		Potential pathogen
EU327500.1	Virus	Nimaviridae	Whispovirus	White spot syndrome virus	dsDNA	2364	Partial	India			Shrimp white spot syndrome virus isolate WSSV-IN-05-II variable ORF23/ORF24 region, genomic sequence		Potential pathogen
AY044843.1	Virus	Nimaviridae	Whispovirus	White spot syndrome virus	dsDNA	2400	Partial				White spot syndrome virus ORF1976 (orf1976) gene, partial cds		Potential pathogen
AF335541.1	Virus	Nimaviridae	Whispovirus	White spot syndrome virus	dsDNA	2520	Partial	Taiwan			Shrimp white spot syndrome virus protein kinase 1 (PK1) gene, complete cds		Potential pathogen
AF493144.1	Virus	Nimaviridae	Whispovirus	White spot syndrome virus	dsDNA	2532	Partial				Shrimp white spot syndrome virus VP844 gene, partial cds		Potential pathogen
AY008843.1	Virus	Nimaviridae	Whispovirus	White spot syndrome virus	dsDNA	2704	Partial				White spot syndrome virus protein kinase gene, complete cds		Potential pathogen
AF178573.1	Virus	Nimaviridae	Whispovirus	White spot syndrome virus	dsDNA	2833	Partial				White spot syndrome virus of penaeid shrimp, genomic sequence		Potential pathogen
EU327499.1	Virus	Nimaviridae	Whispovirus	White spot syndrome virus	dsDNA	2950	Partial	India			Shrimp white spot syndrome virus strain WSSV-IN-05-I ORF23/24 gene, partial cds		Potential pathogen
AY897234.1	Virus	Nimaviridae	Whispovirus	White spot syndrome virus	dsDNA	3027	Partial	China			Shrimp white spot syndrome virus envelope protein (VP108) mRNA, complete cds		Potential pathogen
AF411637.1	Virus	Nimaviridae	Whispovirus	White spot syndrome virus	dsDNA	3903	Partial				White spot syndrome virus ORF21 gene, partial sequence		Potential pathogen
AF132669.1	Virus	Nimaviridae	Whispovirus	White spot syndrome virus	dsDNA	4710	Partial	Taiwan			White spot syndrome virus ribonucleotide reductase large subunit RR1 gene, complete cds		Potential pathogen
KF225733.1	Virus	Nimaviridae	Whispovirus	White spot syndrome virus	dsDNA	5043	Partial	USA:Louisiana			White spot syndrome virus from USA variable region 23/24 sequence		Potential pathogen
AY048547.1	Virus	Nimaviridae	Whispovirus	White spot syndrome virus	dsDNA	5052	Partial				White spot syndrome virus ORF2311 (ORF2311) gene, partial cds		Potential pathogen
AY753327.1	Virus	Nimaviridae	Whispovirus	White spot syndrome virus	dsDNA	7800	Partial	Thailand			Shrimp white spot syndrome virus isolate TH-96-II nonfunctional ORF14 gene, complete sequence; ORFI, ORFII, ORFIII, ORFIV, ORFV, and ORF15 genes, complete cds; and ORF16 gene, partial cds		Potential pathogen
AF132668.1	Virus	Nimaviridae	Whispovirus	White spot syndrome virus	dsDNA	8715	Partial	Taiwan			White spot syndrome virus thymidine kinase gene, complete cds; and unknown genes		Potential pathogen
AF099142.1	Virus	Nimaviridae	Whispovirus	White spot syndrome virus	dsDNA	11319	Partial				White spot syndrome virus small subunit of ribonucleotide reductase gene, partial cds; large subunit of ribonucleotide reductase (RR1) gene, complete cds; and unknown genes		Potential pathogen
AF394231.1	Virus	Nimaviridae	Whispovirus	White spot syndrome virus	dsDNA	12002	Partial				Shrimp white spot syndrome virus nucleocapsid protein (vp35) gene, complete cds		Potential pathogen
AF343568.1	Virus	Nimaviridae	Whispovirus	White spot syndrome virus	dsDNA	14380	Partial				Shrimp white spot syndrome virus putative TATA-box binding protein gene, complete cds; and unknown genes		Potential pathogen
AF369029.2	Virus	Nimaviridae	Whispovirus	White spot syndrome virus	dsDNA	292967	Complete	Thailand			White spot syndrome virus, complete genome		Potential pathogen
AF332093.3	Virus	Nimaviridae	Whispovirus	White spot syndrome virus	dsDNA	305119	Complete	China			White spot syndrome virus, complete genome		Potential pathogen
AF440570.1	Virus	Nimaviridae	Whispovirus	White spot syndrome virus	dsDNA	307287	Complete				Shrimp white spot syndrome virus, complete genome		Potential pathogen
MG195161.1	Virus	Nodaviridae	Betanodavirus	Betanodavirus sp.	ssRNA(+)	281	Partial	France:Atlantic Ocean			Betanodavirus sp. isolate 585O coat protein gene, partial cds		Potential pathogen
MG195162.1	Virus	Nodaviridae	Betanodavirus	Betanodavirus sp.	ssRNA(+)	281	Partial	France:Atlantic Ocean			Betanodavirus sp. isolate 651O coat protein gene, partial cds		Potential pathogen
MG195163.1	Virus	Nodaviridae	Betanodavirus	Betanodavirus sp.	ssRNA(+)	281	Partial	France:Atlantic Ocean			Betanodavirus sp. isolate 664O coat protein gene, partial cds		Potential pathogen
MG195164.1	Virus	Nodaviridae	Betanodavirus	Betanodavirus sp.	ssRNA(+)	281	Partial	France:Atlantic Ocean			Betanodavirus sp. isolate 666O coat protein gene, partial cds		Potential pathogen
MG195165.1	Virus	Nodaviridae	Betanodavirus	Betanodavirus sp.	ssRNA(+)	281	Partial	France:Atlantic Ocean			Betanodavirus sp. isolate 672O coat protein gene, partial cds		Potential pathogen
MG195166.1	Virus	Nodaviridae	Betanodavirus	Betanodavirus sp.	ssRNA(+)	281	Partial	France:Atlantic Ocean			Betanodavirus sp. isolate 686O coat protein gene, partial cds		Potential pathogen
AJ427300.1	Virus	Orthomyxoviridae	Alphainfluenzavirus	Influenza A virus	ssRNA(-)	838	Partial				Influenza A virus (A/aquatic bird/Hong Kong/399/99(H3N8)) NS1 gene for nonstructural protein 1, genomic RNA		Potential pathogen
AJ427299.1	Virus	Orthomyxoviridae	Alphainfluenzavirus	Influenza A virus	ssRNA(-)	982	Partial				Influenza A virus (A/aquatic bird/Hong Kong/399/99(H3N8)) M1 gene for matrix protein 1, genomic RNA		Potential pathogen
KY067456.1	Virus	Orthomyxoviridae	Alphainfluenzavirus	Influenza A virus	ssRNA(-)	1410	Partial				Influenza A virus (A/aquatic bird/Korea/MA-44/2011(H7N3)) segment 6 neuraminidase (NA) gene, complete cds		Potential pathogen
AJ427298.1	Virus	Orthomyxoviridae	Alphainfluenzavirus	Influenza A virus	ssRNA(-)	1497	Partial				Influenza A virus (A/aquatic bird/Hong Kong/399/99(H3N8)) NP gene for nucleoprotein, genomic RNA		Potential pathogen
KY067452.1	Virus	Orthomyxoviridae	Alphainfluenzavirus	Influenza A virus	ssRNA(-)	1683	Partial				Influenza A virus (A/aquatic bird/Korea/MA-44/2011(H7N3)) segment 4 hemagglutinin (HA) gene, complete cds		Potential pathogen
AJ427297.1	Virus	Orthomyxoviridae	Alphainfluenzavirus	Influenza A virus	ssRNA(-)	1701	Partial				Influenza A virus (A/aquatic bird/Hong Kong/399/99(H3N8)) HA gene for haemagglutinin, genomic RNA		Potential pathogen
HQ913061.1	Virus	Orthomyxoviridae	Alphainfluenzavirus	Influenza A virus	ssRNA(-)	2151	Partial				Influenza A virus (A/aquatic bird/Korea/MA44/2007(H7N3)) segment 3 polymerase PA (PA) gene, complete cds		Potential pathogen
HQ913062.1	Virus	Orthomyxoviridae	Alphainfluenzavirus	Influenza A virus	ssRNA(-)	2151	Partial				Influenza A virus (A/aquatic bird/Korea/MA81/2007(H5N2)) segment 3 polymerase PA (PA) gene, complete cds		Potential pathogen
HQ913055.1	Virus	Orthomyxoviridae	Alphainfluenzavirus	Influenza A virus	ssRNA(-)	2274	Partial				Influenza A virus (A/aquatic bird/Korea/MA44/2007(H7N3)) segment 2 polymerase PB1 (PB1) gene, complete cds		Potential pathogen
HQ913056.1	Virus	Orthomyxoviridae	Alphainfluenzavirus	Influenza A virus	ssRNA(-)	2274	Partial				Influenza A virus (A/aquatic bird/Korea/MA81/2007(H5N2)) segment 2 polymerase PB1 (PB1) gene, complete cds		Potential pathogen
HQ913048.1	Virus	Orthomyxoviridae	Alphainfluenzavirus	Influenza A virus	ssRNA(-)	2280	Partial				Influenza A virus (A/aquatic bird/Korea/MA44/2007(H7N3)) segment 1 polymerase PB2 (PB2) gene, complete cds		Potential pathogen
HQ913049.1	Virus	Orthomyxoviridae	Alphainfluenzavirus	Influenza A virus	ssRNA(-)	2280	Partial				Influenza A virus (A/aquatic bird/Korea/MA81/2007(H5N2)) segment 1 polymerase PB2 (PB2) gene, complete cds		Potential pathogen
HQ913050.1	Virus	Orthomyxoviridae	Alphainfluenzavirus	Influenza A virus	ssRNA(-)	2379	Partial				Influenza A virus (A/aquatic bird/Korea/MA81K/2007(H5N2)) segment 1 polymerase PB2 (PB2) gene, complete cds		Potential pathogen
DQ473304.1	Virus	Paramyxoviridae	Aquaparamyxovirus	Salmon aquaparamyxovirus	ssRNA(-)	870	Partial	Norway			Atlantic salmon paramyxovirus polymerase (L) gene, partial cds		Potential pathogen
EU156171.1	Virus	Paramyxoviridae	Aquaparamyxovirus	Salmon aquaparamyxovirus	ssRNA(-)	16968	Complete	Norway			Atlantic salmon paramyxovirus isolate ASPV/Yrkje371/95, complete genome		Potential pathogen
NC_025360.1	Virus	Paramyxoviridae	Aquaparamyxovirus	Salmon aquaparamyxovirus	ssRNA(-)	16968	Complete	Norway			Atlantic salmon paramyxovirus isolate ASPV/Yrkje371/95, complete genome		Potential pathogen
AY436589.1	Virus	Phycodnaviridae		Marine aerosol phycodnavirus	dsDNA	490	Partial	South Korea:East Sea			Marine aerosol phycodnavirus isolate ES02-AV7 DNA polymerase gene, partial cds		Potential pathogen
AY436588.1	Virus	Phycodnaviridae		Marine aerosol phycodnavirus	dsDNA	491	Partial	South Korea:East Sea			Marine aerosol phycodnavirus isolate ES02-AV3 DNA polymerase gene, partial cds		Potential pathogen
AY436587.1	Virus	Phycodnaviridae		Marine aerosol phycodnavirus	dsDNA	506	Partial	South Korea:East Sea			Marine aerosol phycodnavirus isolate ES02-AV1 DNA polymerase gene, partial cds		Potential pathogen
DQ195162.1	Virus	Phycodnaviridae	Chlorovirus	Paramecium bursaria Chlorella virus A1	dsDNA	813	Partial	USA			Paramecium bursaria chlorella virus MT325 aquaglyceroporin gene, complete cds		Potential pathogen
EU152978.1	Virus	Picornaviridae	Aquamavirus	Aquamavirus A	ssRNA(+)	1428	Partial				Seal picornavirus type 1 isolate HO.00.04 capsid gene, partial cds		Potential pathogen
EU152977.1	Virus	Picornaviridae	Aquamavirus	Aquamavirus A	ssRNA(+)	1428	Partial				Seal picornavirus type 1 isolate HO.00.19 capsid gene, partial cds		Potential pathogen
EU152979.1	Virus	Picornaviridae	Aquamavirus	Aquamavirus A	ssRNA(+)	1428	Partial				Seal picornavirus type 1 isolate HO.00.26 capsid gene, partial cds		Potential pathogen
EU152980.1	Virus	Picornaviridae	Aquamavirus	Aquamavirus A	ssRNA(+)	1428	Partial				Seal picornavirus type 1 isolate HO.00.30 capsid gene, partial cds		Potential pathogen
EU152975.1	Virus	Picornaviridae	Aquamavirus	Aquamavirus A	ssRNA(+)	1428	Partial				Seal picornavirus type 1 isolate HO.01.00 capsid gene, partial cds		Potential pathogen
EU152976.1	Virus	Picornaviridae	Aquamavirus	Aquamavirus A	ssRNA(+)	1428	Partial				Seal picornavirus type 1 isolate HO.01.15 capsid gene, partial cds		Potential pathogen
EU152974.1	Virus	Picornaviridae	Aquamavirus	Aquamavirus A	ssRNA(+)	1428	Partial				Seal picornavirus type 1 isolate PHH.00.26 capsid gene, partial cds		Potential pathogen
MK910261.1	Virus	Poxviridae	Parapoxvirus	Grey sealpox virus	dsDNA	512	Partial	Norway:Bouvet Island, Southern Ocean			Seal parapoxvirus isolate Pup 5 DNA polymerase gene, partial cds		Potential pathogen
MK908012.1	Virus	Poxviridae	Parapoxvirus	Grey sealpox virus	dsDNA	524	Partial	Norway:Bouvet Island, Southern Ocean			Seal parapoxvirus isolate Pup 5 major envelope protein (B2L) gene, partial cds		Potential pathogen
